DATE,TYPE,CATEGORY,AMOUNT
2021-11-16,Outflow,Marketing & Ads,472
2021-11-16,Inflow,Grant / Aid Received,152
2021-11-16,Inflow,Asset Sales,145
2021-11-16,Inflow,Service Fees,1166
2021-11-16,Outflow,Vendor Payments,1038
2021-11-17,Outflow,Maintenance & Repairs,129
2021-11-17,Outflow,Professional Services,313
2021-11-17,Outflow,Travel & Transport,82
2021-11-17,Outflow,Office Supplies,62
2021-11-17,Outflow,Tax Payments,50
2021-11-17,Outflow,Vendor Payments,903
2021-11-17,Outflow,Marketing & Ads,482
2021-11-17,Inflow,Commission Income,296
2021-11-17,Inflow,Asset Sales,202
2021-11-17,Inflow,Grant / Aid Received,148
2021-11-17,Inflow,Subscription Income,790
2021-11-17,Inflow,Sales Revenue,4416
2021-11-17,Inflow,Consulting Fees,598
2021-11-18,Outflow,Vendor Payments,981
2021-11-18,Outflow,Professional Services,274
2021-11-18,Outflow,Maintenance & Repairs,115
2021-11-18,Outflow,Marketing & Ads,489
2021-11-18,Inflow,Consulting Fees,753
2021-11-18,Inflow,Tax Refunds,100
2021-11-18,Inflow,Asset Sales,192
2021-11-18,Inflow,Service Fees,1167
2021-11-18,Inflow,Commission Income,285
2021-11-18,Inflow,Interest Income,123
2021-11-19,Outflow,Maintenance & Repairs,141
2021-11-19,Outflow,Professional Services,133
2021-11-19,Outflow,Travel & Transport,91
2021-11-19,Outflow,Office Supplies,67
2021-11-19,Outflow,Equipment Purchase,320
2021-11-19,Outflow,Tax Payments,50
2021-11-19,Outflow,Vendor Payments,755
2021-11-19,Inflow,Commission Income,271
2021-11-19,Inflow,Asset Sales,166
2021-11-19,Inflow,Interest Income,121
2021-11-19,Inflow,Tax Refunds,100
2021-11-19,Inflow,Grant / Aid Received,158
2021-11-19,Inflow,Service Fees,1342
2021-11-19,Inflow,Consulting Fees,543
2021-11-20,Inflow,Sales Revenue,2058
2021-11-20,Inflow,Rental Income,258
2021-11-21,Inflow,Commission Income,100
2021-11-21,Inflow,Grant / Aid Received,100
2021-11-21,Inflow,Sales Revenue,1366
2021-11-22,Outflow,Vendor Payments,684
2021-11-22,Inflow,Sales Revenue,2724
2021-11-22,Inflow,Subscription Income,752
2021-11-22,Inflow,Grant / Aid Received,122
2021-11-22,Inflow,Tax Refunds,100
2021-11-22,Inflow,Interest Income,128
2021-11-22,Inflow,Asset Sales,177
2021-11-22,Inflow,Consulting Fees,579
2021-11-22,Outflow,Tax Payments,50
2021-11-22,Outflow,Travel & Transport,50
2021-11-22,Outflow,Professional Services,217
2021-11-23,Outflow,Tax Payments,53
2021-11-23,Outflow,Equipment Purchase,314
2021-11-23,Outflow,Marketing & Ads,548
2021-11-23,Outflow,Professional Services,176
2021-11-23,Outflow,Travel & Transport,91
2021-11-23,Outflow,Maintenance & Repairs,113
2021-11-23,Outflow,Vendor Payments,966
2021-11-23,Inflow,Commission Income,327
2021-11-23,Inflow,Asset Sales,136
2021-11-23,Inflow,Interest Income,143
2021-11-23,Inflow,Subscription Income,826
2021-11-23,Inflow,Service Fees,1188
2021-11-23,Inflow,Consulting Fees,836
2021-11-24,Outflow,Maintenance & Repairs,100
2021-11-24,Outflow,Professional Services,299
2021-11-24,Outflow,Travel & Transport,75
2021-11-24,Outflow,Marketing & Ads,489
2021-11-24,Outflow,Vendor Payments,957
2021-11-24,Inflow,Consulting Fees,624
2021-11-24,Inflow,Commission Income,359
2021-11-24,Inflow,Tax Refunds,100
2021-11-24,Inflow,Grant / Aid Received,134
2021-11-24,Inflow,Subscription Income,842
2021-11-24,Inflow,Service Fees,1420
2021-11-24,Inflow,Sales Revenue,4184
2021-11-25,Outflow,Professional Services,222
2021-11-25,Outflow,Travel & Transport,100
2021-11-25,Outflow,Maintenance & Repairs,113
2021-11-25,Outflow,Equipment Purchase,413
2021-11-25,Outflow,Vendor Payments,1072
2021-11-25,Inflow,Commission Income,251
2021-11-25,Inflow,Grant / Aid Received,106
2021-11-25,Inflow,Interest Income,103
2021-11-25,Inflow,Tax Refunds,100
2021-11-25,Inflow,Service Fees,1229
2021-11-25,Inflow,Sales Revenue,3235
2021-11-25,Inflow,Asset Sales,198
2021-11-26,Inflow,Service Fees,1016
2021-11-26,Inflow,Commission Income,299
2021-11-26,Outflow,Vendor Payments,852
2021-11-26,Outflow,Tax Payments,51
2021-11-26,Outflow,Equipment Purchase,483
2021-11-26,Outflow,Office Supplies,72
2021-11-26,Outflow,Travel & Transport,62
2021-11-26,Outflow,Professional Services,216
2021-11-26,Outflow,Maintenance & Repairs,112
2021-11-27,Outflow,Travel & Transport,50
2021-11-27,Outflow,Marketing & Ads,140
2021-11-27,Outflow,Maintenance & Repairs,50
2021-11-27,Inflow,Interest Income,100
2021-11-27,Inflow,Subscription Income,588
2021-11-27,Inflow,Rental Income,251
2021-11-28,Inflow,Interest Income,100
2021-11-28,Inflow,Consulting Fees,100
2021-11-28,Outflow,Staff Salaries,28691
2021-11-29,Outflow,Maintenance & Repairs,78
2021-11-29,Outflow,Office Supplies,62
2021-11-29,Outflow,Vendor Payments,788
2021-11-29,Inflow,Consulting Fees,568
2021-11-29,Inflow,Commission Income,208
2021-11-29,Inflow,Tax Refunds,100
2021-11-29,Inflow,Grant / Aid Received,146
2021-11-29,Inflow,Subscription Income,642
2021-11-29,Inflow,Sales Revenue,4029
2021-11-29,Inflow,Interest Income,111
2021-11-30,Outflow,Tax Payments,50
2021-11-30,Outflow,Maintenance & Repairs,132
2021-11-30,Outflow,Professional Services,282
2021-11-30,Outflow,Travel & Transport,50
2021-11-30,Outflow,Office Supplies,73
2021-11-30,Outflow,Equipment Purchase,438
2021-11-30,Outflow,Marketing & Ads,385
2021-11-30,Inflow,Grant / Aid Received,173
2021-11-30,Inflow,Commission Income,265
2021-11-30,Inflow,Interest Income,123
2021-11-30,Inflow,Tax Refunds,100
2021-11-30,Inflow,Service Fees,1782
2021-11-30,Inflow,Sales Revenue,3808
2021-11-30,Inflow,Consulting Fees,626
2021-12-01,Outflow,Vendor Payments,987
2021-12-01,Outflow,Maintenance & Repairs,105
2021-12-01,Outflow,Travel & Transport,91
2021-12-01,Outflow,Office Supplies,61
2021-12-01,Outflow,Equipment Purchase,165
2021-12-01,Outflow,Marketing & Ads,722
2021-12-01,Outflow,Rent & Utilities,10527
2021-12-01,Outflow,Professional Services,197
2021-12-01,Inflow,Asset Sales,100
2021-12-01,Inflow,Interest Income,148
2021-12-01,Inflow,Tax Refunds,100
2021-12-01,Inflow,Grant / Aid Received,132
2021-12-01,Inflow,Service Fees,1592
2021-12-01,Inflow,Consulting Fees,383
2021-12-01,Inflow,Sales Revenue,4250
2021-12-02,Outflow,Maintenance & Repairs,144
2021-12-02,Outflow,Professional Services,193
2021-12-02,Outflow,Travel & Transport,89
2021-12-02,Outflow,Office Supplies,69
2021-12-02,Outflow,Equipment Purchase,203
2021-12-02,Outflow,Marketing & Ads,573
2021-12-02,Outflow,Vendor Payments,1002
2021-12-02,Inflow,Consulting Fees,490
2021-12-02,Inflow,Asset Sales,100
2021-12-02,Inflow,Tax Refunds,100
2021-12-02,Inflow,Grant / Aid Received,151
2021-12-02,Inflow,Subscription Income,822
2021-12-02,Inflow,Sales Revenue,5270
2021-12-03,Outflow,Professional Services,201
2021-12-03,Outflow,Travel & Transport,83
2021-12-03,Outflow,Office Supplies,70
2021-12-03,Outflow,Equipment Purchase,196
2021-12-03,Outflow,Maintenance & Repairs,125
2021-12-03,Outflow,Tax Payments,624
2021-12-03,Outflow,Marketing & Ads,460
2021-12-03,Inflow,Asset Sales,100
2021-12-03,Inflow,Consulting Fees,492
2021-12-03,Inflow,Commission Income,354
2021-12-03,Inflow,Interest Income,104
2021-12-03,Inflow,Subscription Income,797
2021-12-03,Inflow,Service Fees,1440
2021-12-03,Inflow,Sales Revenue,5193
2021-12-03,Outflow,Vendor Payments,1309
2021-12-04,Outflow,Maintenance & Repairs,50
2021-12-04,Outflow,Equipment Purchase,50
2021-12-04,Outflow,Tax Payments,119
2021-12-04,Inflow,Grant / Aid Received,100
2021-12-04,Inflow,Subscription Income,494
2021-12-04,Inflow,Tax Refunds,100
2021-12-05,Inflow,Subscription Income,473
2021-12-05,Outflow,Tax Payments,60
2021-12-05,Outflow,Insurance Premiums,2817
2021-12-06,Outflow,Equipment Purchase,157
2021-12-06,Outflow,Maintenance & Repairs,80
2021-12-06,Outflow,Professional Services,129
2021-12-06,Outflow,Office Supplies,66
2021-12-06,Outflow,Tax Payments,579
2021-12-06,Inflow,Grant / Aid Received,156
2021-12-06,Outflow,Vendor Payments,698
2021-12-06,Inflow,Consulting Fees,413
2021-12-06,Inflow,Commission Income,200
2021-12-06,Inflow,Tax Refunds,100
2021-12-06,Outflow,Marketing & Ads,526
2021-12-07,Outflow,Professional Services,168
2021-12-07,Outflow,Office Supplies,63
2021-12-07,Outflow,Equipment Purchase,140
2021-12-07,Outflow,Tax Payments,592
2021-12-07,Outflow,Marketing & Ads,488
2021-12-07,Outflow,Vendor Payments,773
2021-12-07,Inflow,Consulting Fees,666
2021-12-07,Inflow,Interest Income,113
2021-12-07,Inflow,Grant / Aid Received,211
2021-12-07,Inflow,Sales Revenue,4134
2021-12-08,Outflow,Travel & Transport,63
2021-12-08,Outflow,Office Supplies,52
2021-12-08,Outflow,Equipment Purchase,176
2021-12-08,Outflow,Vendor Payments,829
2021-12-08,Inflow,Commission Income,331
2021-12-08,Inflow,Consulting Fees,493
2021-12-08,Inflow,Interest Income,138
2021-12-08,Inflow,Grant / Aid Received,179
2021-12-08,Inflow,Subscription Income,937
2021-12-08,Inflow,Sales Revenue,3940
2021-12-08,Inflow,Asset Sales,100
2021-12-09,Outflow,Vendor Payments,1111
2021-12-09,Outflow,Professional Services,158
2021-12-09,Outflow,Travel & Transport,90
2021-12-09,Outflow,Office Supplies,63
2021-12-09,Outflow,Equipment Purchase,167
2021-12-09,Outflow,Marketing & Ads,655
2021-12-09,Inflow,Interest Income,117
2021-12-09,Inflow,Grant / Aid Received,176
2021-12-09,Inflow,Subscription Income,846
2021-12-09,Inflow,Service Fees,1847
2021-12-09,Inflow,Sales Revenue,5269
2021-12-09,Inflow,Asset Sales,100
2021-12-10,Outflow,Travel & Transport,103
2021-12-10,Outflow,Software Subscriptions,1993
2021-12-10,Outflow,Equipment Purchase,168
2021-12-10,Outflow,Maintenance & Repairs,150
2021-12-10,Outflow,Professional Services,246
2021-12-10,Outflow,Tax Payments,494
2021-12-10,Inflow,Sales Revenue,4332
2021-12-10,Outflow,Vendor Payments,953
2021-12-10,Inflow,Consulting Fees,478
2021-12-10,Inflow,Commission Income,298
2021-12-10,Inflow,Interest Income,123
2021-12-10,Inflow,Tax Refunds,100
2021-12-10,Outflow,Marketing & Ads,566
2021-12-11,Outflow,Travel & Transport,50
2021-12-11,Outflow,Office Supplies,50
2021-12-11,Outflow,Tax Payments,108
2021-12-11,Outflow,Marketing & Ads,235
2021-12-11,Inflow,Rental Income,174
2021-12-11,Outflow,Maintenance & Repairs,50
2021-12-11,Inflow,Asset Sales,100
2021-12-11,Inflow,Interest Income,100
2021-12-11,Inflow,Grant / Aid Received,100
2021-12-11,Inflow,Subscription Income,713
2021-12-11,Inflow,Commission Income,112
2021-12-12,Outflow,Office Supplies,50
2021-12-12,Inflow,Consulting Fees,100
2021-12-12,Outflow,Professional Services,50
2021-12-12,Inflow,Subscription Income,491
2021-12-12,Inflow,Sales Revenue,966
2021-12-12,Inflow,Commission Income,100
2021-12-13,Inflow,Service Fees,1377
2021-12-13,Inflow,Grant / Aid Received,142
2021-12-13,Inflow,Interest Income,124
2021-12-13,Inflow,Asset Sales,100
2021-12-13,Outflow,Travel & Transport,50
2021-12-13,Outflow,Professional Services,164
2021-12-14,Outflow,Maintenance & Repairs,86
2021-12-14,Outflow,Professional Services,221
2021-12-14,Outflow,Travel & Transport,71
2021-12-14,Outflow,Equipment Purchase,211
2021-12-14,Outflow,Office Supplies,60
2021-12-14,Inflow,Commission Income,381
2021-12-14,Inflow,Asset Sales,100
2021-12-14,Inflow,Interest Income,111
2021-12-14,Inflow,Sales Revenue,4434
2021-12-14,Inflow,Consulting Fees,535
2021-12-15,Outflow,Professional Services,208
2021-12-15,Outflow,Travel & Transport,73
2021-12-15,Outflow,Equipment Purchase,82
2021-12-15,Outflow,Loan Repayments,5519
2021-12-15,Inflow,Consulting Fees,421
2021-12-15,Outflow,Vendor Payments,1034
2021-12-15,Inflow,Asset Sales,100
2021-12-15,Inflow,Interest Income,100
2021-12-15,Inflow,Grant / Aid Received,176
2021-12-15,Inflow,Subscription Income,653
2021-12-15,Inflow,Commission Income,417
2021-12-16,Outflow,Marketing & Ads,432
2021-12-16,Outflow,Maintenance & Repairs,111
2021-12-16,Outflow,Professional Services,240
2021-12-16,Outflow,Travel & Transport,76
2021-12-16,Outflow,Office Supplies,63
2021-12-16,Outflow,Equipment Purchase,173
2021-12-16,Outflow,Vendor Payments,1183
2021-12-16,Inflow,Service Fees,1632
2021-12-16,Inflow,Asset Sales,100
2021-12-16,Inflow,Interest Income,100
2021-12-16,Inflow,Tax Refunds,100
2021-12-16,Inflow,Grant / Aid Received,167
2021-12-16,Inflow,Subscription Income,752
2021-12-16,Inflow,Sales Revenue,4731
2021-12-16,Inflow,Consulting Fees,416
2021-12-17,Outflow,Equipment Purchase,184
2021-12-17,Outflow,Maintenance & Repairs,81
2021-12-17,Outflow,Travel & Transport,77
2021-12-17,Outflow,Vendor Payments,1345
2021-12-17,Outflow,Professional Services,249
2021-12-17,Inflow,Asset Sales,100
2021-12-17,Inflow,Service Fees,1569
2021-12-17,Inflow,Consulting Fees,417
2021-12-17,Inflow,Interest Income,118
2021-12-17,Inflow,Tax Refunds,100
2021-12-18,Outflow,Office Supplies,50
2021-12-18,Outflow,Travel & Transport,50
2021-12-18,Outflow,Tax Payments,123
2021-12-18,Inflow,Commission Income,126
2021-12-18,Outflow,Vendor Payments,352
2021-12-18,Inflow,Subscription Income,678
2021-12-18,Inflow,Service Fees,428
2021-12-18,Inflow,Sales Revenue,1882
2021-12-18,Inflow,Grant / Aid Received,100
2021-12-19,Outflow,Equipment Purchase,50
2021-12-19,Outflow,Professional Services,50
2021-12-20,Inflow,Consulting Fees,462
2021-12-20,Outflow,Travel & Transport,50
2021-12-20,Outflow,Office Supplies,50
2021-12-20,Outflow,Equipment Purchase,128
2021-12-20,Outflow,Vendor Payments,680
2021-12-20,Outflow,Maintenance & Repairs,101
2021-12-20,Inflow,Interest Income,127
2021-12-20,Inflow,Grant / Aid Received,122
2021-12-20,Inflow,Subscription Income,698
2021-12-20,Inflow,Service Fees,698
2021-12-20,Inflow,Sales Revenue,3407
2021-12-20,Inflow,Tax Refunds,100
2021-12-21,Outflow,Professional Services,151
2021-12-21,Outflow,Travel & Transport,65
2021-12-21,Outflow,Office Supplies,58
2021-12-21,Outflow,Equipment Purchase,200
2021-12-21,Outflow,Vendor Payments,1066
2021-12-21,Inflow,Grant / Aid Received,171
2021-12-21,Inflow,Subscription Income,858
2021-12-21,Inflow,Service Fees,1545
2021-12-21,Inflow,Sales Revenue,4719
2021-12-21,Inflow,Interest Income,126
2021-12-22,Outflow,Tax Payments,843
2021-12-22,Outflow,Professional Services,205
2021-12-22,Outflow,Travel & Transport,81
2021-12-22,Outflow,Maintenance & Repairs,115
2021-12-22,Outflow,Equipment Purchase,145
2021-12-22,Outflow,Vendor Payments,1203
2021-12-22,Outflow,Office Supplies,68
2021-12-22,Inflow,Commission Income,293
2021-12-22,Inflow,Service Fees,1477
2021-12-22,Inflow,Grant / Aid Received,109
2021-12-22,Inflow,Consulting Fees,516
2021-12-22,Inflow,Interest Income,119
2021-12-22,Inflow,Tax Refunds,100
2021-12-22,Inflow,Asset Sales,100
2021-12-23,Outflow,Office Supplies,63
2021-12-23,Outflow,Maintenance & Repairs,141
2021-12-23,Outflow,Professional Services,168
2021-12-23,Outflow,Travel & Transport,95
2021-12-23,Outflow,Vendor Payments,1245
2021-12-23,Outflow,Equipment Purchase,201
2021-12-23,Inflow,Asset Sales,100
2021-12-23,Inflow,Interest Income,113
2021-12-23,Inflow,Service Fees,1030
2021-12-23,Inflow,Sales Revenue,5356
2021-12-23,Inflow,Consulting Fees,569
2021-12-24,Outflow,Equipment Purchase,132
2021-12-24,Outflow,Professional Services,177
2021-12-24,Outflow,Travel & Transport,66
2021-12-24,Outflow,Office Supplies,57
2021-12-24,Outflow,Maintenance & Repairs,120
2021-12-24,Outflow,Marketing & Ads,627
2021-12-24,Inflow,Commission Income,338
2021-12-24,Inflow,Tax Refunds,100
2021-12-24,Inflow,Grant / Aid Received,179
2021-12-24,Inflow,Sales Revenue,6231
2021-12-24,Outflow,Vendor Payments,792
2021-12-25,Outflow,Maintenance & Repairs,50
2021-12-25,Outflow,Professional Services,71
2021-12-25,Outflow,Travel & Transport,50
2021-12-25,Inflow,Commission Income,105
2021-12-25,Inflow,Interest Income,100
2021-12-25,Inflow,Subscription Income,581
2021-12-25,Inflow,Service Fees,544
2021-12-25,Inflow,Asset Sales,100
2021-12-26,Inflow,Subscription Income,453
2021-12-26,Outflow,Office Supplies,50
2021-12-27,Outflow,Professional Services,124
2021-12-27,Outflow,Office Supplies,61
2021-12-27,Outflow,Equipment Purchase,113
2021-12-27,Inflow,Asset Sales,100
2021-12-27,Inflow,Interest Income,147
2021-12-27,Inflow,Grant / Aid Received,113
2021-12-27,Inflow,Subscription Income,752
2021-12-27,Inflow,Service Fees,1082
2021-12-27,Inflow,Sales Revenue,3554
2021-12-27,Inflow,Tax Refunds,100
2021-12-28,Outflow,Maintenance & Repairs,138
2021-12-28,Outflow,Professional Services,172
2021-12-28,Outflow,Travel & Transport,78
2021-12-28,Outflow,Equipment Purchase,192
2021-12-28,Outflow,Marketing & Ads,685
2021-12-28,Outflow,Vendor Payments,1000
2021-12-28,Inflow,Commission Income,242
2021-12-28,Inflow,Asset Sales,100
2021-12-28,Inflow,Subscription Income,828
2021-12-28,Inflow,Sales Revenue,5438
2021-12-28,Outflow,Staff Salaries,31844
2021-12-29,Outflow,Professional Services,196
2021-12-29,Outflow,Office Supplies,56
2021-12-29,Outflow,Equipment Purchase,189
2021-12-29,Outflow,Marketing & Ads,537
2021-12-29,Inflow,Consulting Fees,620
2021-12-29,Outflow,Vendor Payments,1033
2021-12-29,Inflow,Tax Refunds,100
2021-12-29,Inflow,Subscription Income,688
2021-12-29,Inflow,Service Fees,1249
2021-12-29,Inflow,Sales Revenue,4452
2021-12-29,Inflow,Interest Income,112
2021-12-30,Outflow,Maintenance & Repairs,136
2021-12-30,Outflow,Professional Services,189
2021-12-30,Outflow,Office Supplies,79
2021-12-30,Outflow,Equipment Purchase,191
2021-12-30,Outflow,Tax Payments,613
2021-12-30,Outflow,Marketing & Ads,540
2021-12-30,Inflow,Consulting Fees,629
2021-12-30,Inflow,Asset Sales,100
2021-12-30,Inflow,Tax Refunds,100
2021-12-30,Inflow,Subscription Income,610
2021-12-30,Inflow,Service Fees,1605
2021-12-30,Inflow,Sales Revenue,4371
2021-12-30,Inflow,Commission Income,313
2021-12-31,Outflow,Tax Payments,749
2021-12-31,Outflow,Maintenance & Repairs,106
2021-12-31,Outflow,Professional Services,213
2021-12-31,Outflow,Office Supplies,61
2021-12-31,Outflow,Vendor Payments,982
2021-12-31,Outflow,Travel & Transport,103
2021-12-31,Inflow,Commission Income,384
2021-12-31,Inflow,Interest Income,160
2021-12-31,Inflow,Consulting Fees,366
2021-12-31,Inflow,Tax Refunds,100
2021-12-31,Inflow,Sales Revenue,4109
2022-01-01,Inflow,Sales Revenue,1300
2022-01-01,Inflow,Subscription Income,478
2022-01-01,Inflow,Interest Income,100
2022-01-01,Outflow,Rent & Utilities,9839
2022-01-01,Outflow,Marketing & Ads,122
2022-01-02,Inflow,Grant / Aid Received,100
2022-01-02,Outflow,Office Supplies,50
2022-01-02,Inflow,Sales Revenue,1023
2022-01-02,Inflow,Service Fees,163
2022-01-03,Inflow,Sales Revenue,1798
2022-01-03,Inflow,Service Fees,834
2022-01-03,Inflow,Tax Refunds,100
2022-01-03,Inflow,Asset Sales,100
2022-01-03,Outflow,Vendor Payments,607
2022-01-03,Outflow,Tax Payments,50
2022-01-03,Outflow,Equipment Purchase,91
2022-01-03,Outflow,Professional Services,165
2022-01-04,Outflow,Equipment Purchase,124
2022-01-04,Outflow,Maintenance & Repairs,104
2022-01-04,Outflow,Professional Services,182
2022-01-04,Outflow,Office Supplies,73
2022-01-04,Outflow,Tax Payments,50
2022-01-04,Inflow,Grant / Aid Received,630
2022-01-04,Inflow,Consulting Fees,394
2022-01-04,Inflow,Asset Sales,100
2022-01-04,Inflow,Interest Income,103
2022-01-04,Inflow,Sales Revenue,2877
2022-01-04,Outflow,Vendor Payments,473
2022-01-05,Outflow,Maintenance & Repairs,98
2022-01-05,Outflow,Travel & Transport,94
2022-01-05,Outflow,Office Supplies,81
2022-01-05,Outflow,Insurance Premiums,2666
2022-01-05,Inflow,Consulting Fees,475
2022-01-05,Inflow,Subscription Income,846
2022-01-05,Inflow,Service Fees,586
2022-01-05,Inflow,Sales Revenue,2426
2022-01-05,Inflow,Interest Income,100
2022-01-06,Outflow,Equipment Purchase,168
2022-01-06,Outflow,Maintenance & Repairs,68
2022-01-06,Outflow,Professional Services,241
2022-01-06,Outflow,Travel & Transport,97
2022-01-06,Outflow,Tax Payments,50
2022-01-06,Inflow,Grant / Aid Received,720
2022-01-06,Inflow,Consulting Fees,492
2022-01-06,Inflow,Asset Sales,100
2022-01-06,Outflow,Vendor Payments,669
2022-01-06,Inflow,Sales Revenue,2679
2022-01-07,Outflow,Professional Services,258
2022-01-07,Outflow,Travel & Transport,129
2022-01-07,Outflow,Office Supplies,65
2022-01-07,Outflow,Equipment Purchase,186
2022-01-07,Outflow,Marketing & Ads,322
2022-01-07,Outflow,Vendor Payments,735
2022-01-07,Inflow,Commission Income,237
